date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:25	5914/5914	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d870-171a%22	https://docs.exads.com/	C:/My%20Websites/doc/https://gatherstar.io/doc/gatherstar/index.html	(from )
10:44:25	106/106	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2002:44:25%20GMT	https://docs.exads.com/robots.txt		(from )
10:44:26	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2002:44:26%20GMT	https://docs.exads.com/img/docusaurus.png	C:/My%20Websites/doc/gatherstar/img/docusaurus.png	(from https://docs.exads.com/)
10:44:26	1024/1024	---M--	200	added ('OK')	image/png	etag:%2268a5d86f-400%22	https://docs.exads.com/img/favicon.png	C:/My%20Websites/doc/gatherstar/img/favicon.png	(from https://docs.exads.com/)
10:44:28	11487/11487	---MCZ	200	added ('OK')	text/css	etag:W/%222cdf-U3MyyRBy2JfHG48yMSCgI5Q9ANY%22	https://cdn.jsdelivr.net/docsearch.js/1/docsearch.min.css	C:/My%20Websites/doc/cdn.jsdelivr.net/docsearch.js/1/docsearch.min.css	(from https://docs.exads.com/)
10:44:28	776/776	---M-Z	200	added ('OK')	text/css	etag:%225eb03e7a-308%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/styles/default.min.css	C:/My%20Websites/doc/cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/styles/default.min.css	(from https://docs.exads.com/)
10:44:29	17400/17400	---MCZ	200	added ('OK')	application/javascript	etag:0x8DC7658DA1190B7	https://cdn.cookielaw.org/consent/ddf2749f-45af-42cb-91a1-cca420436707/OtAutoBlock.js	C:/My%20Websites/doc/cdn.cookielaw.org/consent/ddf2749f-45af-42cb-91a1-cca420436707/OtAutoBlock.js	(from https://docs.exads.com/)
10:44:29	30/30	---M--	200	added ('OK')	application/javascript	etag:%2268a5d86f-1e%22	https://docs.exads.com/js/cookielaw.js	C:/My%20Websites/doc/gatherstar/js/cookielaw.js	(from https://docs.exads.com/)
10:44:30	4088/4088	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268a5d86f-ff8%22	https://docs.exads.com/js/postback.js	C:/My%20Websites/doc/gatherstar/js/postback.js	(from https://docs.exads.com/)
10:44:30	25884/25884	---M-Z	200	added ('OK')	application/javascript	etag:0x8DDE469B394AC2D	https://cdn.cookielaw.org/scripttemplates/otSDKStub.js	C:/My%20Websites/doc/cdn.cookielaw.org/scripttemplates/otSDKStub.js	(from https://docs.exads.com/)
10:44:30	2664/2664	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268a5d86f-a68%22	https://docs.exads.com/js/scrollSpy.js	C:/My%20Websites/doc/gatherstar/js/scrollSpy.js	(from https://docs.exads.com/)
10:44:32	33930/33930	---MCZ	200	added ('OK')	text/css	etag:W/%2268a5d870-848a%22	https://docs.exads.com/css/main.css	C:/My%20Websites/doc/gatherstar/css/main.css	(from https://docs.exads.com/)
10:44:33	1058/1058	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268a5d86f-422%22	https://docs.exads.com/js/codetabs.js	C:/My%20Websites/doc/gatherstar/js/codetabs.js	(from https://docs.exads.com/)
10:44:33	5274/5274	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268a5d86f-149a%22	https://docs.exads.com/img/exads.svg	C:/My%20Websites/doc/gatherstar/img/exads.svg	(from https://docs.exads.com/)
10:44:33	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:33%20GMT	https://docs.exads.com/docs/introduction	C:/My%20Websites/doc/gatherstar/docs/introduction	(from https://docs.exads.com/)
10:44:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:34%20GMT	https://docs.exads.com/docs/advertisers-introduction	C:/My%20Websites/doc/gatherstar/docs/advertisers-introduction	(from https://docs.exads.com/)
10:44:34	9942/9942	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-26d6%22	https://docs.exads.com/docs/introduction/	C:/My%20Websites/doc/gatherstar/docs/introduction/index.html	(from https://docs.exads.com/)
10:44:34	14555/14555	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-38db%22	https://docs.exads.com/docs/advertisers-introduction/	C:/My%20Websites/doc/gatherstar/docs/advertisers-introduction/index.html	(from https://docs.exads.com/)
10:44:36	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:36%20GMT	https://docs.exads.com/docs/publishers-introduction	C:/My%20Websites/doc/gatherstar/docs/publishers-introduction.e.delayed	(from https://docs.exads.com/)
10:44:36	15773/15773	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86c-3d9d%22	https://docs.exads.com/docs/publishers-introduction/	C:/My%20Websites/doc/gatherstar/docs/publishers-introduction/index.html	(from https://docs.exads.com/)
10:44:36	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:36%20GMT	https://docs.exads.com/docs/rtb-demand	C:/My%20Websites/doc/gatherstar/docs/rtb-demand	(from https://docs.exads.com/)
10:44:37	17062/17062	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86d-42a6%22	https://docs.exads.com/docs/rtb-demand/	C:/My%20Websites/doc/gatherstar/docs/rtb-demand/index.html	(from https://docs.exads.com/)
10:44:37	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:37%20GMT	https://docs.exads.com/docs/api-manual-overview	C:/My%20Websites/doc/gatherstar/docs/api-manual-overview	(from https://docs.exads.com/)
10:44:37	10821/10821	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-2a45%22	https://docs.exads.com/docs/api-manual-overview/	C:/My%20Websites/doc/gatherstar/docs/api-manual-overview/index.html	(from https://docs.exads.com/)
10:44:37	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:37%20GMT	https://docs.exads.com/docs/api-manual-overview	C:/My%20Websites/doc/gatherstar/docs/api-manual-overview	(from https://docs.exads.com/)
10:44:37	28530/28530	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86a-6f72%22	https://docs.exads.com/docs/api-manual-overview/	C:/My%20Websites/doc/gatherstar/docs/api-manual-overview/index.html	(from https://docs.exads.com/)
10:44:37	10840/10840	---M--	200	added ('OK')	image/png	etag:%2268a5d870-2a58%22	https://docs.exads.com/img/home/home_general.png	C:/My%20Websites/doc/gatherstar/img/home/home_general.png	(from https://docs.exads.com/)
10:44:38	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:38%20GMT	https://docs.exads.com/docs/advertiser-dashboard	C:/My%20Websites/doc/gatherstar/docs/advertiser-dashboard	(from https://docs.exads.com/)
10:44:38	39764/39764	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-9b54%22	https://docs.exads.com/docs/advertiser-dashboard/	C:/My%20Websites/doc/gatherstar/docs/advertiser-dashboard/index.html	(from https://docs.exads.com/)
10:44:39	22941/22941	---M--	200	added ('OK')	image/png	etag:%2268a5d870-599d%22	https://docs.exads.com/img/home/home_advertisers.png	C:/My%20Websites/doc/gatherstar/img/home/home_advertisers.png	(from https://docs.exads.com/)
10:44:39	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:39%20GMT	https://docs.exads.com/docs/publisher-dashboard	C:/My%20Websites/doc/gatherstar/docs/publisher-dashboard	(from https://docs.exads.com/)
10:44:40	40347/40347	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86c-9d9b%22	https://docs.exads.com/docs/publisher-dashboard/	C:/My%20Websites/doc/gatherstar/docs/publisher-dashboard/index.html	(from https://docs.exads.com/)
10:44:40	9365/9365	---M--	200	added ('OK')	image/png	etag:%2268a5d870-2495%22	https://docs.exads.com/img/home/home_publishers.png	C:/My%20Websites/doc/gatherstar/img/home/home_publishers.png	(from https://docs.exads.com/)
10:44:40	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:40%20GMT	https://docs.exads.com/docs/rtb-supply	C:/My%20Websites/doc/gatherstar/docs/rtb-supply	(from https://docs.exads.com/)
10:44:40	17206/17206	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86d-4336%22	https://docs.exads.com/docs/rtb-supply/	C:/My%20Websites/doc/gatherstar/docs/rtb-supply/index.html	(from https://docs.exads.com/)
10:44:40	13029/13029	---M--	200	added ('OK')	image/png	etag:%2268a5d870-32e5%22	https://docs.exads.com/img/home/home_rtb.png	C:/My%20Websites/doc/gatherstar/img/home/home_rtb.png	(from https://docs.exads.com/)
10:44:41	3497/3497	---M--	200	added ('OK')	image/png	etag:%2268a5d870-da9%22	https://docs.exads.com/img/home/home_other.png	C:/My%20Websites/doc/gatherstar/img/home/home_other.png	(from https://docs.exads.com/)
10:44:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:41%20GMT	https://docs.exads.com/docs/blog-conversion-count-and-tracking-window	C:/My%20Websites/doc/gatherstar/docs/blog-conversion-count-and-tracking-window	(from https://docs.exads.com/)
10:44:42	28732/28732	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86a-703c%22	https://docs.exads.com/docs/blog-conversion-count-and-tracking-window/	C:/My%20Websites/doc/gatherstar/docs/blog-conversion-count-and-tracking-window/index.html	(from https://docs.exads.com/)
10:44:42	147691/147691	---MCZ	200	added ('OK')	application/javascript	etag:W/%22240eb-Ybn+HChcA84EFrPMZLfLy1YhYLM%22	https://cdn.jsdelivr.net/docsearch.js/1/docsearch.min.js	C:/My%20Websites/doc/cdn.jsdelivr.net/docsearch.js/1/docsearch.min.js	(from https://docs.exads.com/)
10:44:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:42%20GMT	https://docs.exads.com/docs/gdpr-compliance	C:/My%20Websites/doc/gatherstar/docs/gdpr-compliance	(from https://docs.exads.com/docs/introduction/)
10:44:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:43%20GMT	https://docs.exads.com/docs/dsa	C:/My%20Websites/doc/gatherstar/docs/dsa	(from https://docs.exads.com/docs/introduction/)
10:44:43	16601/16601	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-40d9%22	https://docs.exads.com/docs/gdpr-compliance/	C:/My%20Websites/doc/gatherstar/docs/gdpr-compliance/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:43	17099/17099	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-42cb%22	https://docs.exads.com/docs/dsa/	C:/My%20Websites/doc/gatherstar/docs/dsa/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:43%20GMT	https://docs.exads.com/docs/General-IAB-TCFv2.0	C:/My%20Websites/doc/gatherstar/docs/General-IAB-TCFv2.0	(from https://docs.exads.com/docs/introduction/)
10:44:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:43%20GMT	https://docs.exads.com/docs/glossary	C:/My%20Websites/doc/gatherstar/docs/glossary	(from https://docs.exads.com/docs/introduction/)
10:44:43	20356/20356	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-4f84%22	https://docs.exads.com/docs/General-IAB-TCFv2.0/	C:/My%20Websites/doc/gatherstar/docs/General-IAB-TCFv2.0/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:44%20GMT	https://docs.exads.com/docs/two-factor-authentication	C:/My%20Websites/doc/gatherstar/docs/two-factor-authentication	(from https://docs.exads.com/docs/introduction/)
10:44:44	51875/51875	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-caa3%22	https://docs.exads.com/docs/glossary/	C:/My%20Websites/doc/gatherstar/docs/glossary/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:44%20GMT	https://docs.exads.com/docs/ad-formats	C:/My%20Websites/doc/gatherstar/docs/ad-formats	(from https://docs.exads.com/docs/introduction/)
10:44:44	16798/16798	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86e-419e%22	https://docs.exads.com/docs/two-factor-authentication/	C:/My%20Websites/doc/gatherstar/docs/two-factor-authentication/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:45%20GMT	https://docs.exads.com/docs/videos	C:/My%20Websites/doc/gatherstar/docs/videos	(from https://docs.exads.com/docs/introduction/)
10:44:45	92344/92344	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d866-168b8%22	https://docs.exads.com/docs/ad-formats/	C:/My%20Websites/doc/gatherstar/docs/ad-formats/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:45%20GMT	https://docs.exads.com/docs/notifications	C:/My%20Websites/doc/gatherstar/docs/notifications	(from https://docs.exads.com/docs/introduction/)
10:44:45	17783/17783	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86e-4577%22	https://docs.exads.com/docs/videos/	C:/My%20Websites/doc/gatherstar/docs/videos/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:45%20GMT	https://docs.exads.com/docs/General-Responsive-Display-Ads	C:/My%20Websites/doc/gatherstar/docs/General-Responsive-Display-Ads	(from https://docs.exads.com/docs/introduction/)
10:44:45	10681/10681	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-29b9%22	https://docs.exads.com/docs/notifications/	C:/My%20Websites/doc/gatherstar/docs/notifications/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:46	14707/14707	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-3973%22	https://docs.exads.com/docs/General-Responsive-Display-Ads/	C:/My%20Websites/doc/gatherstar/docs/General-Responsive-Display-Ads/index.html	(from https://docs.exads.com/docs/introduction/)
10:44:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:47%20GMT	https://docs.exads.com/docs/advertiser-statistics	C:/My%20Websites/doc/gatherstar/docs/advertiser-statistics	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:47	286125/286125	---M--	200	added ('OK')	image/png	etag:%2268a5d86e-45dad%22	https://docs.exads.com/docs/assets/hires/introduction-image.png	C:/My%20Websites/doc/gatherstar/docs/assets/hires/introduction-image.png	(from https://docs.exads.com/docs/introduction/)
10:44:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:47%20GMT	https://docs.exads.com/docs/create-campaign-step1	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step1	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:47	65648/65648	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-10070%22	https://docs.exads.com/docs/advertiser-statistics/	C:/My%20Websites/doc/gatherstar/docs/advertiser-statistics/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:47%20GMT	https://docs.exads.com/docs/create-campaign-step2	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step2	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:47	25284/25284	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-62c4%22	https://docs.exads.com/docs/create-campaign-step1/	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step1/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:48	41907/41907	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-a3b3%22	https://docs.exads.com/docs/create-campaign-step2/	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step2/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:48%20GMT	https://docs.exads.com/docs/create-campaign-step3	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step3	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:48%20GMT	https://docs.exads.com/docs/create-campaign-step4	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step4	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:48	38590/38590	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-96be%22	https://docs.exads.com/docs/create-campaign-step3/	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step3/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:49%20GMT	https://docs.exads.com/docs/create-campaign-step5	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step5	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	59522/59522	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-e882%22	https://docs.exads.com/docs/create-campaign-step4/	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step4/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:49%20GMT	https://docs.exads.com/docs/conversion-tracking	C:/My%20Websites/doc/gatherstar/docs/conversion-tracking	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	33960/33960	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-84a8%22	https://docs.exads.com/docs/create-campaign-step5/	C:/My%20Websites/doc/gatherstar/docs/create-campaign-step5/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:49%20GMT	https://docs.exads.com/docs/conversion-tracking-voluum	C:/My%20Websites/doc/gatherstar/docs/conversion-tracking-voluum	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:49	37839/37839	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-93cf%22	https://docs.exads.com/docs/conversion-tracking/	C:/My%20Websites/doc/gatherstar/docs/conversion-tracking/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:50%20GMT	https://docs.exads.com/docs/campaigns-list	C:/My%20Websites/doc/gatherstar/docs/campaigns-list	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:50	21979/21979	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86a-55db%22	https://docs.exads.com/docs/conversion-tracking-voluum/	C:/My%20Websites/doc/gatherstar/docs/conversion-tracking-voluum/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:50%20GMT	https://docs.exads.com/docs/offer-landing-pages	C:/My%20Websites/doc/gatherstar/docs/offer-landing-pages	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:50	37608/37608	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86a-92e8%22	https://docs.exads.com/docs/campaigns-list/	C:/My%20Websites/doc/gatherstar/docs/campaigns-list/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:51%20GMT	https://docs.exads.com/docs/bidder	C:/My%20Websites/doc/gatherstar/docs/bidder	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	15565/15565	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-3ccd%22	https://docs.exads.com/docs/offer-landing-pages/	C:/My%20Websites/doc/gatherstar/docs/offer-landing-pages/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:51%20GMT	https://docs.exads.com/docs/media-library	C:/My%20Websites/doc/gatherstar/docs/media-library	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	35161/35161	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86a-8959%22	https://docs.exads.com/docs/bidder/	C:/My%20Websites/doc/gatherstar/docs/bidder/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:51%20GMT	https://docs.exads.com/docs/iframe-events	C:/My%20Websites/doc/gatherstar/docs/iframe-events	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:51	23136/23136	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-5a60%22	https://docs.exads.com/docs/media-library/	C:/My%20Websites/doc/gatherstar/docs/media-library/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:52%20GMT	https://docs.exads.com/docs/third-party-adserving	C:/My%20Websites/doc/gatherstar/docs/third-party-adserving	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:52	18294/18294	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-4776%22	https://docs.exads.com/docs/iframe-events/	C:/My%20Websites/doc/gatherstar/docs/iframe-events/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:52%20GMT	https://docs.exads.com/docs/smart-bid-pricing-model	C:/My%20Websites/doc/gatherstar/docs/smart-bid-pricing-model	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:52	18378/18378	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86e-47ca%22	https://docs.exads.com/docs/third-party-adserving/	C:/My%20Websites/doc/gatherstar/docs/third-party-adserving/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:53	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:53%20GMT	https://docs.exads.com/docs/advertiser-payments	C:/My%20Websites/doc/gatherstar/docs/advertiser-payments	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:53	38997/38997	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86d-9855%22	https://docs.exads.com/docs/smart-bid-pricing-model/	C:/My%20Websites/doc/gatherstar/docs/smart-bid-pricing-model/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:53	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:53%20GMT	https://docs.exads.com/docs/marketplace	C:/My%20Websites/doc/gatherstar/docs/marketplace	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:53	41941/41941	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-a3d5%22	https://docs.exads.com/docs/advertiser-payments/	C:/My%20Websites/doc/gatherstar/docs/advertiser-payments/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:53	15541/15541	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-3cb5%22	https://docs.exads.com/docs/marketplace/	C:/My%20Websites/doc/gatherstar/docs/marketplace/index.html	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:54	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:54%20GMT	https://docs.exads.com/docs/publisher-statistics	C:/My%20Websites/doc/gatherstar/docs/publisher-statistics	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:55	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:55%20GMT	https://docs.exads.com/docs/create-site	C:/My%20Websites/doc/gatherstar/docs/create-site	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:55	55060/55060	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86c-d714%22	https://docs.exads.com/docs/publisher-statistics/	C:/My%20Websites/doc/gatherstar/docs/publisher-statistics/index.html	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:55	16505/16505	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-4079%22	https://docs.exads.com/docs/create-site/	C:/My%20Websites/doc/gatherstar/docs/create-site/index.html	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:55	3672628/3672628	---M--	200	added ('OK')	image/gif	etag:%2268a5d86e-380a34%22	https://docs.exads.com/docs/assets/animated/tour-advertiser.gif	C:/My%20Websites/doc/gatherstar/docs/assets/animated/tour-advertiser.gif	(from https://docs.exads.com/docs/advertisers-introduction/)
10:44:56	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:56%20GMT	https://docs.exads.com/docs/create-zone	C:/My%20Websites/doc/gatherstar/docs/create-zone.3a.delayed	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:57%20GMT	https://docs.exads.com/docs/subids	C:/My%20Websites/doc/gatherstar/docs/subids	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:57	132082/132082	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86b-203f2%22	https://docs.exads.com/docs/create-zone/	C:/My%20Websites/doc/gatherstar/docs/create-zone/index.html	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:57%20GMT	https://docs.exads.com/docs/additional-subids	C:/My%20Websites/doc/gatherstar/docs/additional-subids	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:57	67741/67741	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d86d-1089d%22	https://docs.exads.com/docs/subids/	C:/My%20Websites/doc/gatherstar/docs/subids/index.html	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:57%20GMT	https://docs.exads.com/docs/using-tags	C:/My%20Websites/doc/gatherstar/docs/using-tags	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:58	27248/27248	---MCZ	200	added ('OK')	text/html	etag:W/%2268a5d867-6a70%22	https://docs.exads.com/docs/additional-subids/	C:/My%20Websites/doc/gatherstar/docs/additional-subids/index.html	(from https://docs.exads.com/docs/publishers-introduction/)
10:44:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Aug%202025%2002:44:58%20GMT	https://docs.exads.com/docs/data-ad-block-types	C:/My%20Websites/doc/gatherstar/docs/data-ad-block-types	(from https://docs.exads.com/docs/publishers-introduction/)
